id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
4172,Pet4172,Cat,Sphynx,10,2,Medium,Yes,Vaccinated,Maybe,Apartment,None,Chicago
4173,Pet4173,Cat,Bengal,8,1,Large,Yes,None,No,Apartment,Mobility issue,San Diego
4174,Pet4174,Dog,Labrador,1,3,Small,No,None,Yes,House,Mobility issue,Dallas
4175,Pet4175,Cat,Maine Coon,8,1,Medium,Yes,Neutered,Yes,Farm,None,Houston
4176,Pet4176,Cat,Siamese,4,3,Large,Yes,Vaccinated,No,House,Behavioral support,Phoenix
4177,Pet4177,Dog,German Shepherd,8,1,Large,No,Vaccinated,Maybe,Apartment,Mobility issue,San Antonio
4178,Pet4178,Cat,Maine Coon,9,1,Medium,Yes,Neutered,Maybe,Farm,None,Dallas
4179,Pet4179,Cat,Siamese,2,1,Medium,Yes,Neutered,Yes,Apartment,None,San Diego
4180,Pet4180,Dog,German Shepherd,8,1,Large,No,None,No,Farm,Mobility issue,Dallas
4181,Pet4181,Cat,Bengal,4,2,Small,Yes,None,Maybe,Apartment,Behavioral support,Philadelphia
4182,Pet4182,Dog,Poodle,5,2,Small,Yes,Vaccinated,Yes,House,None,San Jose
4183,Pet4183,Cat,Bengal,5,1,Small,No,Vaccinated,Yes,Farm,Mobility issue,Chicago
4184,Pet4184,Cat,Bengal,7,3,Small,Yes,None,Yes,Apartment,None,Philadelphia
4185,Pet4185,Dog,Poodle,1,1,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,Chicago
4186,Pet4186,Dog,Labrador,3,3,Medium,Yes,Vaccinated,No,Apartment,None,New York
4187,Pet4187,Dog,Labrador,9,1,Large,No,Neutered,No,Farm,None,Los Angeles
4188,Pet4188,Dog,Poodle,8,2,Large,No,Vaccinated,Yes,Apartment,Behavioral support,San Jose
4189,Pet4189,Cat,Siamese,2,2,Small,Yes,Neutered,Maybe,Apartment,Behavioral support,Los Angeles
4190,Pet4190,Cat,Maine Coon,3,3,Medium,No,Vaccinated,No,House,Mobility issue,Los Angeles
4191,Pet4191,Dog,Poodle,1,1,Medium,No,Allergies,Maybe,House,Behavioral support,Philadelphia
4192,Pet4192,Dog,Beagle,5,3,Small,Yes,Neutered,No,House,None,Dallas
4193,Pet4193,Dog,Bulldog,8,2,Large,No,Vaccinated,Yes,House,Mobility issue,Phoenix
4194,Pet4194,Dog,Poodle,4,1,Medium,Yes,Neutered,Yes,Farm,Behavioral support,Philadelphia
4195,Pet4195,Cat,Sphynx,8,2,Small,Yes,Neutered,Yes,Apartment,Mobility issue,San Antonio
4196,Pet4196,Dog,Beagle,10,3,Small,Yes,Neutered,Yes,Farm,Behavioral support,San Diego
4197,Pet4197,Cat,Bengal,5,2,Large,Yes,Neutered,Maybe,Farm,Behavioral support,Dallas
4198,Pet4198,Dog,Poodle,4,3,Small,Yes,Allergies,Maybe,House,Mobility issue,New York
4199,Pet4199,Cat,Bengal,7,2,Medium,Yes,None,Yes,Farm,Mobility issue,San Jose
4200,Pet4200,Cat,Maine Coon,10,3,Small,Yes,Allergies,Maybe,House,Mobility issue,San Antonio
4201,Pet4201,Cat,Sphynx,6,2,Medium,No,Allergies,No,House,Behavioral support,San Diego
4202,Pet4202,Dog,Beagle,8,1,Medium,Yes,Allergies,Yes,House,None,San Jose
4203,Pet4203,Dog,Beagle,9,2,Small,Yes,Neutered,No,House,Behavioral support,Philadelphia
4204,Pet4204,Cat,Sphynx,5,1,Medium,No,Allergies,No,Farm,Behavioral support,Philadelphia
4205,Pet4205,Cat,Siamese,4,3,Small,Yes,Neutered,Maybe,Apartment,Behavioral support,Houston
4206,Pet4206,Cat,Bengal,6,3,Medium,No,Neutered,Maybe,Farm,Mobility issue,Houston
4207,Pet4207,Dog,Beagle,5,2,Large,Yes,Neutered,No,House,Behavioral support,Dallas
4208,Pet4208,Dog,Beagle,9,3,Large,No,Allergies,No,Farm,Behavioral support,Phoenix
4209,Pet4209,Dog,Labrador,4,3,Large,Yes,Vaccinated,Yes,Apartment,None,San Diego
4210,Pet4210,Cat,Siamese,10,1,Medium,No,None,Yes,Apartment,Behavioral support,Los Angeles
4211,Pet4211,Dog,Labrador,6,3,Large,Yes,None,Yes,Apartment,Mobility issue,Philadelphia
4212,Pet4212,Dog,German Shepherd,5,1,Large,Yes,Vaccinated,No,Farm,Behavioral support,San Antonio
4213,Pet4213,Cat,Siamese,10,1,Medium,Yes,None,Maybe,House,Mobility issue,Philadelphia
4214,Pet4214,Cat,Sphynx,3,1,Medium,Yes,Vaccinated,Maybe,Farm,None,Los Angeles
4215,Pet4215,Dog,Labrador,10,2,Medium,Yes,Vaccinated,Yes,Apartment,Behavioral support,San Diego
4216,Pet4216,Dog,Beagle,1,3,Medium,No,None,Maybe,House,Mobility issue,San Diego
4217,Pet4217,Cat,Persian,9,1,Large,Yes,None,Yes,Apartment,Behavioral support,San Diego
4218,Pet4218,Cat,Persian,2,1,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Philadelphia
4219,Pet4219,Dog,German Shepherd,9,2,Small,No,Vaccinated,No,Apartment,Behavioral support,Phoenix
4220,Pet4220,Dog,German Shepherd,4,1,Medium,No,None,Yes,House,Mobility issue,Dallas
4221,Pet4221,Dog,German Shepherd,2,2,Medium,No,Neutered,Maybe,Farm,None,San Jose
4222,Pet4222,Cat,Maine Coon,1,2,Large,No,None,No,Apartment,None,San Jose
4223,Pet4223,Cat,Bengal,6,1,Large,No,Neutered,Maybe,House,Behavioral support,San Jose
4224,Pet4224,Cat,Sphynx,9,3,Large,Yes,Neutered,No,House,Behavioral support,Phoenix
4225,Pet4225,Dog,Bulldog,3,1,Small,Yes,Vaccinated,No,Farm,None,San Jose
4226,Pet4226,Cat,Siamese,2,2,Medium,No,Allergies,No,Apartment,None,New York
4227,Pet4227,Cat,Bengal,10,3,Medium,No,Neutered,Maybe,House,None,Chicago
4228,Pet4228,Dog,Beagle,10,2,Small,Yes,Vaccinated,Maybe,Farm,None,Chicago
4229,Pet4229,Cat,Maine Coon,4,3,Medium,Yes,Allergies,No,Farm,Mobility issue,San Diego
4230,Pet4230,Cat,Persian,2,1,Medium,Yes,Allergies,No,Farm,None,San Diego
4231,Pet4231,Dog,Labrador,4,1,Large,Yes,Vaccinated,No,House,Mobility issue,San Diego
4232,Pet4232,Dog,Beagle,6,3,Small,No,Neutered,No,Farm,None,Chicago
4233,Pet4233,Dog,Bulldog,2,2,Medium,No,Allergies,Yes,Farm,Behavioral support,Dallas
4234,Pet4234,Cat,Siamese,8,1,Small,No,Neutered,No,Farm,None,Dallas
4235,Pet4235,Dog,Labrador,6,2,Large,Yes,Allergies,No,Apartment,None,San Diego
4236,Pet4236,Dog,German Shepherd,7,2,Small,Yes,Vaccinated,No,Apartment,Mobility issue,New York
4237,Pet4237,Dog,German Shepherd,7,3,Large,No,Allergies,Yes,Farm,None,San Diego
4238,Pet4238,Cat,Maine Coon,2,2,Small,No,None,Yes,Apartment,None,San Jose
4239,Pet4239,Cat,Maine Coon,1,2,Medium,Yes,Neutered,Maybe,Farm,Behavioral support,San Antonio
4240,Pet4240,Cat,Sphynx,5,2,Small,No,Allergies,Maybe,Apartment,Mobility issue,Los Angeles
4241,Pet4241,Dog,Labrador,6,2,Large,No,Allergies,Yes,Apartment,Behavioral support,Chicago
4242,Pet4242,Dog,German Shepherd,1,2,Large,Yes,Neutered,No,Apartment,Mobility issue,Houston
4243,Pet4243,Cat,Siamese,9,2,Small,Yes,Vaccinated,No,House,Behavioral support,Los Angeles
4244,Pet4244,Dog,Labrador,8,3,Small,No,Vaccinated,Maybe,Farm,Behavioral support,Dallas
4245,Pet4245,Cat,Maine Coon,5,2,Small,Yes,Vaccinated,No,Farm,Behavioral support,Philadelphia
4246,Pet4246,Cat,Bengal,8,2,Small,No,None,Maybe,House,Mobility issue,Dallas
4247,Pet4247,Dog,Labrador,7,1,Small,Yes,Allergies,Yes,Apartment,None,San Antonio
4248,Pet4248,Dog,Labrador,6,2,Large,No,None,Maybe,Farm,Behavioral support,San Antonio
4249,Pet4249,Dog,Poodle,1,1,Medium,Yes,None,Maybe,House,Behavioral support,San Antonio
4250,Pet4250,Dog,Poodle,10,3,Large,No,Vaccinated,Maybe,House,None,Chicago
4251,Pet4251,Cat,Siamese,1,2,Large,No,Allergies,No,Farm,Mobility issue,Chicago
4252,Pet4252,Cat,Maine Coon,8,2,Small,No,Vaccinated,Yes,Farm,Behavioral support,New York
4253,Pet4253,Cat,Persian,10,2,Large,No,Neutered,No,Farm,Behavioral support,New York
4254,Pet4254,Dog,Labrador,2,3,Large,Yes,Vaccinated,Maybe,House,Mobility issue,San Antonio
4255,Pet4255,Dog,German Shepherd,9,1,Large,Yes,Neutered,No,Apartment,None,Los Angeles
4256,Pet4256,Dog,German Shepherd,2,3,Large,No,Neutered,Yes,House,Behavioral support,New York
4257,Pet4257,Dog,German Shepherd,2,2,Large,No,None,No,Farm,Mobility issue,Los Angeles
4258,Pet4258,Dog,German Shepherd,7,3,Medium,No,Neutered,Yes,House,Mobility issue,Phoenix
4259,Pet4259,Dog,Bulldog,3,3,Large,Yes,Neutered,Maybe,Apartment,Behavioral support,San Antonio
4260,Pet4260,Cat,Siamese,8,2,Small,Yes,Neutered,Yes,Farm,Behavioral support,Phoenix
4261,Pet4261,Dog,Labrador,4,2,Small,No,None,Yes,House,Behavioral support,San Jose
4262,Pet4262,Dog,Poodle,7,3,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,San Antonio
4263,Pet4263,Cat,Maine Coon,2,2,Small,Yes,None,Yes,House,Mobility issue,Philadelphia
4264,Pet4264,Cat,Sphynx,4,2,Small,Yes,Neutered,No,Apartment,Mobility issue,Philadelphia
4265,Pet4265,Dog,Beagle,4,2,Medium,Yes,None,No,Farm,Behavioral support,Dallas
4266,Pet4266,Cat,Maine Coon,8,2,Large,No,None,Maybe,House,Behavioral support,Phoenix
4267,Pet4267,Dog,Labrador,9,2,Small,Yes,Vaccinated,Yes,House,Behavioral support,Dallas
4268,Pet4268,Cat,Bengal,5,1,Medium,Yes,Neutered,Yes,House,Mobility issue,Houston
4269,Pet4269,Cat,Bengal,6,1,Large,No,Allergies,Maybe,House,None,San Jose
4270,Pet4270,Cat,Persian,9,2,Medium,No,None,No,Apartment,Mobility issue,Phoenix
4271,Pet4271,Dog,Beagle,6,3,Small,Yes,Allergies,Yes,Apartment,Behavioral support,Philadelphia
4272,Pet4272,Cat,Persian,10,3,Large,No,None,No,House,Behavioral support,Chicago
4273,Pet4273,Dog,Poodle,8,3,Small,Yes,Neutered,Yes,House,Behavioral support,San Diego
4274,Pet4274,Cat,Maine Coon,5,1,Small,No,Neutered,Maybe,House,Mobility issue,Los Angeles
4275,Pet4275,Dog,Labrador,1,1,Large,No,Vaccinated,Maybe,Farm,Mobility issue,Philadelphia
4276,Pet4276,Dog,Poodle,2,2,Small,Yes,Vaccinated,Yes,Apartment,None,New York
4277,Pet4277,Cat,Bengal,7,2,Medium,No,Vaccinated,Maybe,House,Behavioral support,Dallas
4278,Pet4278,Cat,Sphynx,8,3,Large,No,Allergies,Maybe,Farm,None,San Diego
4279,Pet4279,Cat,Bengal,10,2,Small,Yes,Allergies,Maybe,Apartment,Behavioral support,San Jose
4280,Pet4280,Cat,Bengal,2,3,Large,Yes,None,Maybe,Farm,Mobility issue,Houston
4281,Pet4281,Cat,Siamese,1,3,Large,Yes,Neutered,No,Farm,None,San Antonio
4282,Pet4282,Cat,Sphynx,7,3,Large,No,Neutered,Yes,Apartment,Mobility issue,Chicago
4283,Pet4283,Cat,Maine Coon,1,3,Small,Yes,Allergies,Yes,House,Mobility issue,Los Angeles
4284,Pet4284,Cat,Persian,1,3,Medium,No,Allergies,Yes,Apartment,Mobility issue,Philadelphia
4285,Pet4285,Dog,German Shepherd,5,3,Medium,No,None,Yes,Apartment,None,San Jose
4286,Pet4286,Cat,Siamese,1,3,Medium,Yes,None,Yes,House,Behavioral support,Houston
4287,Pet4287,Cat,Sphynx,8,2,Small,Yes,None,No,House,Behavioral support,Chicago
4288,Pet4288,Dog,Beagle,6,2,Large,No,None,Yes,House,None,Houston
4289,Pet4289,Dog,Bulldog,4,3,Large,Yes,Allergies,Maybe,Farm,None,San Jose
4290,Pet4290,Cat,Persian,2,1,Small,Yes,Allergies,Maybe,Apartment,Behavioral support,New York
4291,Pet4291,Dog,Beagle,5,1,Large,No,Vaccinated,Yes,House,None,Phoenix
4292,Pet4292,Dog,Beagle,8,3,Small,Yes,Vaccinated,Yes,House,None,Chicago
4293,Pet4293,Cat,Siamese,5,3,Medium,Yes,None,No,Apartment,Mobility issue,San Diego
4294,Pet4294,Cat,Sphynx,5,3,Small,Yes,Vaccinated,Yes,Apartment,Behavioral support,Chicago
4295,Pet4295,Cat,Maine Coon,9,1,Small,No,Vaccinated,No,House,Mobility issue,San Diego
4296,Pet4296,Cat,Persian,2,1,Small,No,Vaccinated,Maybe,Farm,Behavioral support,San Jose
4297,Pet4297,Cat,Siamese,10,2,Large,No,Vaccinated,Maybe,House,Behavioral support,Chicago
4298,Pet4298,Cat,Siamese,5,2,Medium,Yes,None,No,Farm,None,San Antonio
4299,Pet4299,Cat,Persian,4,2,Large,No,None,No,Apartment,None,San Diego
4300,Pet4300,Dog,Beagle,2,3,Large,Yes,Vaccinated,No,House,None,San Diego
4301,Pet4301,Dog,Poodle,1,1,Small,Yes,None,Maybe,House,Mobility issue,Phoenix
4302,Pet4302,Cat,Maine Coon,3,2,Large,No,Neutered,Yes,Farm,Mobility issue,Houston
4303,Pet4303,Cat,Sphynx,1,2,Medium,No,Allergies,Maybe,House,None,San Jose
4304,Pet4304,Dog,German Shepherd,7,3,Large,No,None,Maybe,House,None,Houston
4305,Pet4305,Dog,Labrador,4,3,Large,Yes,Neutered,No,Farm,Behavioral support,Dallas
4306,Pet4306,Cat,Siamese,4,2,Medium,No,None,Maybe,House,Behavioral support,Philadelphia
4307,Pet4307,Cat,Bengal,6,1,Small,Yes,Allergies,Maybe,House,Behavioral support,Houston
4308,Pet4308,Dog,German Shepherd,2,1,Small,Yes,Neutered,No,House,Behavioral support,New York
4309,Pet4309,Cat,Siamese,3,1,Medium,No,Allergies,Yes,Farm,Behavioral support,New York
4310,Pet4310,Cat,Maine Coon,6,3,Large,No,Neutered,Yes,House,None,Chicago
4311,Pet4311,Cat,Bengal,3,1,Large,No,None,No,House,Mobility issue,Houston
4312,Pet4312,Dog,German Shepherd,1,2,Small,Yes,Vaccinated,Yes,House,Behavioral support,Dallas
4313,Pet4313,Cat,Maine Coon,2,3,Medium,Yes,None,Maybe,House,None,Houston
4314,Pet4314,Dog,German Shepherd,4,1,Large,Yes,Neutered,Maybe,House,Behavioral support,Dallas
4315,Pet4315,Dog,German Shepherd,7,3,Large,Yes,Allergies,Maybe,Apartment,Behavioral support,Houston
4316,Pet4316,Cat,Sphynx,2,2,Medium,Yes,Neutered,Yes,House,Mobility issue,San Diego
4317,Pet4317,Dog,Poodle,9,2,Small,No,Neutered,Yes,Farm,None,Dallas
4318,Pet4318,Dog,Poodle,9,2,Large,No,Vaccinated,Maybe,Apartment,Mobility issue,Phoenix
4319,Pet4319,Dog,German Shepherd,10,3,Medium,Yes,None,No,Apartment,None,Chicago
4320,Pet4320,Cat,Bengal,3,3,Small,Yes,None,No,House,Behavioral support,San Diego
4321,Pet4321,Cat,Bengal,4,3,Large,No,Vaccinated,Maybe,Apartment,None,New York
4322,Pet4322,Cat,Sphynx,8,2,Medium,Yes,Neutered,Yes,House,Mobility issue,San Diego
4323,Pet4323,Cat,Siamese,7,1,Medium,Yes,None,Yes,Apartment,None,Houston
4324,Pet4324,Dog,Beagle,5,3,Large,No,None,Yes,House,Behavioral support,Los Angeles
4325,Pet4325,Cat,Sphynx,2,3,Large,No,None,Yes,Apartment,Mobility issue,San Jose
4326,Pet4326,Cat,Siamese,7,1,Medium,No,Neutered,No,House,Behavioral support,Houston
4327,Pet4327,Cat,Bengal,3,2,Large,No,Vaccinated,Yes,House,Mobility issue,Dallas
4328,Pet4328,Cat,Persian,9,3,Large,No,Vaccinated,Yes,Farm,None,San Jose
4329,Pet4329,Cat,Bengal,10,1,Large,No,Allergies,Maybe,Apartment,Behavioral support,Los Angeles
4330,Pet4330,Cat,Sphynx,1,2,Large,No,Neutered,No,Farm,None,San Diego
4331,Pet4331,Cat,Maine Coon,4,2,Medium,Yes,None,No,Farm,None,San Antonio
4332,Pet4332,Dog,Labrador,8,2,Large,No,None,Yes,Apartment,Mobility issue,Chicago
4333,Pet4333,Cat,Maine Coon,7,3,Large,Yes,Allergies,Yes,Apartment,Mobility issue,New York
4334,Pet4334,Dog,Poodle,1,1,Medium,No,Vaccinated,No,House,None,San Diego
4335,Pet4335,Cat,Sphynx,4,3,Large,Yes,Allergies,Yes,House,Behavioral support,Houston
4336,Pet4336,Cat,Sphynx,1,1,Medium,Yes,Neutered,Yes,House,Behavioral support,New York
4337,Pet4337,Dog,Labrador,7,3,Large,Yes,Allergies,No,Farm,Behavioral support,San Jose
4338,Pet4338,Dog,German Shepherd,3,1,Medium,No,Allergies,No,House,Behavioral support,Chicago
4339,Pet4339,Dog,Beagle,3,1,Medium,No,Allergies,Yes,Apartment,None,San Jose
4340,Pet4340,Cat,Siamese,8,2,Large,Yes,Neutered,Yes,Apartment,None,Los Angeles
4341,Pet4341,Cat,Bengal,10,2,Large,Yes,None,Yes,House,None,San Antonio
4342,Pet4342,Cat,Siamese,1,2,Small,No,Vaccinated,Maybe,Apartment,Mobility issue,Dallas
4343,Pet4343,Cat,Maine Coon,1,3,Large,Yes,Vaccinated,No,Apartment,Mobility issue,San Antonio
4344,Pet4344,Dog,German Shepherd,3,1,Medium,No,Neutered,Maybe,House,None,San Jose
4345,Pet4345,Cat,Persian,9,3,Small,Yes,Neutered,Maybe,House,Mobility issue,Philadelphia
4346,Pet4346,Dog,Labrador,9,2,Small,No,None,Yes,Farm,Mobility issue,Los Angeles
4347,Pet4347,Dog,Beagle,7,1,Medium,No,None,No,House,None,Dallas
4348,Pet4348,Dog,German Shepherd,5,2,Small,Yes,None,No,House,Behavioral support,Los Angeles
4349,Pet4349,Dog,Poodle,1,3,Medium,No,None,No,Farm,Behavioral support,New York
4350,Pet4350,Cat,Bengal,7,1,Small,Yes,Vaccinated,No,House,Mobility issue,San Jose
4351,Pet4351,Cat,Maine Coon,7,1,Medium,Yes,Vaccinated,Yes,Farm,None,Houston
4352,Pet4352,Cat,Siamese,7,2,Large,No,None,No,Apartment,Behavioral support,New York
4353,Pet4353,Cat,Sphynx,1,3,Medium,No,None,No,House,Behavioral support,Dallas
4354,Pet4354,Dog,Poodle,10,3,Small,Yes,Allergies,No,House,Mobility issue,San Diego
4355,Pet4355,Dog,German Shepherd,10,1,Large,Yes,Allergies,Yes,Apartment,None,San Jose
4356,Pet4356,Cat,Siamese,10,1,Small,Yes,None,No,House,Behavioral support,Los Angeles
4357,Pet4357,Cat,Persian,5,3,Large,Yes,Neutered,Yes,Apartment,Mobility issue,San Jose
4358,Pet4358,Dog,Beagle,7,3,Medium,Yes,Neutered,No,House,Mobility issue,Dallas
4359,Pet4359,Dog,Beagle,4,1,Large,Yes,Vaccinated,No,House,Mobility issue,Houston
4360,Pet4360,Cat,Sphynx,1,1,Medium,No,Neutered,Yes,Farm,Mobility issue,Dallas
4361,Pet4361,Cat,Maine Coon,3,2,Medium,No,None,Maybe,House,Behavioral support,Dallas
4362,Pet4362,Dog,Bulldog,9,1,Small,Yes,Allergies,Maybe,Farm,None,Philadelphia
4363,Pet4363,Dog,German Shepherd,2,2,Medium,No,Vaccinated,Yes,House,Behavioral support,Houston
4364,Pet4364,Cat,Bengal,9,1,Large,Yes,None,No,Farm,None,Phoenix
4365,Pet4365,Dog,Bulldog,9,3,Small,No,Vaccinated,No,House,Behavioral support,San Antonio
4366,Pet4366,Dog,German Shepherd,10,2,Medium,Yes,None,Yes,Apartment,Mobility issue,San Antonio
4367,Pet4367,Cat,Bengal,3,2,Medium,No,Allergies,No,House,None,Philadelphia
4368,Pet4368,Dog,Poodle,4,2,Medium,No,None,No,Farm,None,Philadelphia
4369,Pet4369,Dog,Beagle,4,2,Medium,Yes,Neutered,Maybe,Apartment,Behavioral support,Chicago
4370,Pet4370,Dog,Poodle,7,2,Large,No,Vaccinated,Maybe,Farm,Behavioral support,Los Angeles
4371,Pet4371,Cat,Bengal,3,3,Large,Yes,None,Yes,Farm,Behavioral support,Dallas
4372,Pet4372,Dog,Bulldog,4,1,Small,No,Vaccinated,Maybe,Apartment,Mobility issue,Houston
4373,Pet4373,Cat,Bengal,2,1,Medium,Yes,Neutered,No,Farm,Behavioral support,San Diego
4374,Pet4374,Dog,Bulldog,5,2,Large,Yes,None,Yes,Farm,Mobility issue,Houston
4375,Pet4375,Dog,Poodle,7,1,Large,No,Neutered,Yes,House,None,Dallas
4376,Pet4376,Cat,Sphynx,5,3,Small,Yes,Neutered,Maybe,Farm,Behavioral support,San Diego
4377,Pet4377,Cat,Siamese,9,2,Medium,No,Allergies,Yes,House,Mobility issue,San Jose
4378,Pet4378,Cat,Persian,10,3,Medium,Yes,None,No,House,Behavioral support,San Diego
4379,Pet4379,Cat,Sphynx,10,1,Medium,Yes,Neutered,Maybe,House,Behavioral support,Chicago
4380,Pet4380,Cat,Siamese,2,3,Small,No,Allergies,No,House,Mobility issue,San Jose
4381,Pet4381,Dog,Bulldog,2,2,Small,No,Neutered,No,Farm,Behavioral support,New York
4382,Pet4382,Dog,Poodle,2,3,Medium,Yes,None,No,Farm,Mobility issue,Phoenix
4383,Pet4383,Cat,Maine Coon,4,1,Medium,No,Neutered,Yes,Apartment,Behavioral support,San Antonio
4384,Pet4384,Dog,Bulldog,7,3,Small,No,Allergies,Yes,House,Behavioral support,Houston
4385,Pet4385,Dog,Poodle,7,3,Medium,Yes,Vaccinated,Yes,House,Mobility issue,San Diego
4386,Pet4386,Dog,Labrador,10,1,Medium,Yes,Allergies,No,Farm,Mobility issue,Phoenix
4387,Pet4387,Cat,Siamese,5,3,Medium,Yes,Allergies,Maybe,Farm,None,Philadelphia
4388,Pet4388,Cat,Sphynx,4,3,Medium,Yes,None,Maybe,Apartment,Behavioral support,Chicago
4389,Pet4389,Cat,Bengal,2,3,Small,No,Neutered,Maybe,Farm,Mobility issue,San Antonio
4390,Pet4390,Cat,Sphynx,3,2,Large,Yes,Neutered,Maybe,Apartment,None,San Jose
4391,Pet4391,Dog,Poodle,1,2,Large,No,Allergies,No,House,Mobility issue,Houston
4392,Pet4392,Dog,Labrador,7,3,Small,No,Allergies,Maybe,Farm,Mobility issue,San Jose
4393,Pet4393,Dog,German Shepherd,2,3,Medium,Yes,Neutered,Yes,Apartment,Mobility issue,San Diego
4394,Pet4394,Cat,Persian,3,2,Small,Yes,Neutered,No,Apartment,Behavioral support,San Jose
4395,Pet4395,Cat,Siamese,5,1,Small,No,Vaccinated,No,Farm,Mobility issue,Phoenix
4396,Pet4396,Cat,Persian,6,1,Medium,Yes,Neutered,No,Farm,Behavioral support,Phoenix
4397,Pet4397,Dog,Labrador,6,1,Large,No,Neutered,No,House,Mobility issue,Houston
4398,Pet4398,Cat,Sphynx,10,2,Medium,Yes,None,Yes,Farm,Behavioral support,New York
4399,Pet4399,Dog,German Shepherd,9,3,Large,No,Neutered,No,House,Mobility issue,Philadelphia
4400,Pet4400,Dog,Bulldog,4,1,Medium,No,Vaccinated,Yes,Farm,None,Los Angeles
4401,Pet4401,Dog,Poodle,6,2,Medium,Yes,Neutered,Maybe,House,Behavioral support,Chicago
4402,Pet4402,Cat,Siamese,1,2,Small,Yes,Neutered,Yes,Farm,Behavioral support,Houston
4403,Pet4403,Cat,Bengal,10,3,Small,No,Allergies,No,Farm,None,Chicago
4404,Pet4404,Dog,Bulldog,2,3,Medium,No,None,No,Apartment,None,Phoenix
4405,Pet4405,Cat,Bengal,6,2,Medium,No,Vaccinated,Yes,Farm,None,San Jose
4406,Pet4406,Cat,Bengal,4,3,Small,No,None,No,House,Behavioral support,San Diego
4407,Pet4407,Dog,Beagle,2,3,Small,Yes,Neutered,Yes,Farm,Mobility issue,Houston
4408,Pet4408,Dog,German Shepherd,8,2,Small,No,Neutered,Yes,House,Behavioral support,Dallas
4409,Pet4409,Dog,Bulldog,5,3,Medium,No,Allergies,Maybe,Farm,None,Houston
4410,Pet4410,Cat,Sphynx,4,3,Large,Yes,Allergies,Yes,House,Behavioral support,Houston
4411,Pet4411,Dog,German Shepherd,4,2,Large,Yes,Allergies,Yes,Apartment,Behavioral support,Los Angeles
4412,Pet4412,Cat,Persian,5,2,Medium,Yes,None,Maybe,Farm,None,San Jose
4413,Pet4413,Dog,Bulldog,8,1,Medium,No,Allergies,No,Apartment,Mobility issue,Dallas
4414,Pet4414,Dog,Labrador,1,1,Small,Yes,Neutered,Yes,Farm,Mobility issue,Houston
4415,Pet4415,Cat,Maine Coon,2,1,Small,No,Neutered,Yes,Apartment,Mobility issue,Dallas
4416,Pet4416,Cat,Maine Coon,2,2,Small,Yes,None,Yes,Farm,Mobility issue,San Antonio
4417,Pet4417,Dog,Labrador,5,2,Medium,Yes,None,Yes,House,None,New York
4418,Pet4418,Cat,Maine Coon,2,3,Medium,No,None,No,Farm,None,New York
4419,Pet4419,Dog,Labrador,6,3,Small,Yes,Neutered,No,Farm,Behavioral support,Chicago
4420,Pet4420,Dog,Beagle,7,1,Medium,No,Allergies,No,Farm,None,New York
4421,Pet4421,Dog,Beagle,7,3,Large,Yes,Vaccinated,Yes,House,Behavioral support,Los Angeles
4422,Pet4422,Cat,Persian,3,1,Large,Yes,Allergies,No,House,Behavioral support,Chicago
4423,Pet4423,Cat,Sphynx,8,2,Large,Yes,None,Yes,Apartment,Mobility issue,Philadelphia
4424,Pet4424,Cat,Maine Coon,1,3,Large,Yes,Vaccinated,Maybe,Farm,None,Dallas
4425,Pet4425,Cat,Sphynx,10,1,Large,No,Vaccinated,No,Farm,None,San Antonio
4426,Pet4426,Cat,Sphynx,7,3,Large,Yes,Vaccinated,Maybe,Farm,Mobility issue,San Jose
4427,Pet4427,Cat,Sphynx,8,2,Medium,Yes,Neutered,Yes,Farm,Mobility issue,San Jose
4428,Pet4428,Dog,Labrador,3,2,Small,No,Allergies,Yes,House,Behavioral support,Dallas
4429,Pet4429,Cat,Persian,8,1,Medium,Yes,Neutered,Yes,House,Mobility issue,Chicago
4430,Pet4430,Cat,Bengal,7,3,Medium,No,Allergies,Yes,Apartment,Mobility issue,San Antonio
4431,Pet4431,Dog,Labrador,1,3,Large,No,Allergies,Yes,House,None,San Jose
4432,Pet4432,Cat,Bengal,4,3,Medium,No,Allergies,Maybe,Apartment,Mobility issue,New York
4433,Pet4433,Cat,Maine Coon,8,2,Small,Yes,Neutered,Maybe,Apartment,None,Chicago
4434,Pet4434,Cat,Maine Coon,10,2,Small,No,None,Maybe,House,None,Houston
4435,Pet4435,Cat,Sphynx,5,1,Medium,Yes,Neutered,Yes,House,None,Phoenix
4436,Pet4436,Cat,Persian,2,1,Medium,No,Vaccinated,No,Apartment,None,New York
4437,Pet4437,Dog,German Shepherd,1,3,Medium,Yes,Vaccinated,No,Apartment,Behavioral support,Los Angeles
4438,Pet4438,Cat,Siamese,6,1,Large,No,Vaccinated,Maybe,Apartment,None,Houston
4439,Pet4439,Cat,Bengal,5,3,Small,No,Neutered,No,House,Mobility issue,Chicago
4440,Pet4440,Dog,Poodle,5,2,Small,No,Allergies,Maybe,Apartment,None,San Jose
4441,Pet4441,Dog,Bulldog,6,1,Large,No,Vaccinated,No,Apartment,Behavioral support,New York
4442,Pet4442,Dog,Poodle,5,3,Large,No,Neutered,No,Farm,Mobility issue,San Jose
